"","domacini","gosti","isHome","players","positions","scores"
"a_player_18349","Chelsea","Norwich City","no","Lukas Rupp","M",6.5
"a_player_18350","Burnley","Wolverhampton","no","Rúben Vinagre","M",6.8
"a_player_18351","Newcastle United","Tottenham","no","Giovani Lo Celso","M",7
"a_player_18352","Manchester City","Bournemouth","no","Philip Billing","M",6.9
"a_player_18353","Arsenal","Liverpool","no","Georginio Wijnaldum","M",7
"a_player_18354","Leicester City","Sheffield United","no","Ben Osborn","M",6.5
"a_player_18355","Everton","Aston Villa","no","Conor Hourihane","M",7.3
"a_player_18356","Crystal Palace","Manchester United","no","Mason Greenwood","M",7
"a_player_18357","Southampton","Brighton & Hove Albion","no","Solly March","M",6.9
"a_player_18358","West Ham United","Watford","no","Ismaila Sarr","M",6.3
"a_player_18359","Norwich City","Burnley","no","Josh Brownhill","M",6.8
"a_player_18360","Bournemouth","Southampton","no","Oriol Romeu","M",7.6
"a_player_18361","Tottenham","Leicester City","no","Luke Thomas","M",6.9
"a_player_18362","Sheffield United","Everton","no","Theo Walcott","M",6.8
"a_player_18363","Brighton & Hove Albion","Newcastle United","no","Miguel Almirón","M",7.3
"a_player_18364","Wolverhampton","Crystal Palace","no","James McArthur","M",6.4
"a_player_18365","Watford","Manchester City","no","Bernardo Silva","M",7.3
"a_player_18366","Aston Villa","Arsenal","no","Bukayo Saka","M",6.4
"a_player_18367","Manchester United","West Ham United","no","Jarrod Bowen","M",6.9
"a_player_18368","Liverpool","Chelsea","no","Marcos Alonso","M",6.5
"a_player_18369","Southampton","Sheffield United","no","John Fleck","M",6.9
"a_player_18370","Chelsea","Wolverhampton","no","Jonny Otto","M",5.9
"a_player_18371","West Ham United","Aston Villa","no","John McGinn","M",6.3
"a_player_18372","Leicester City","Manchester United","no","Mason Greenwood","M",6.4
"a_player_18373","Arsenal","Watford","no","Ismaila Sarr","M",7.5
"a_player_18374","Newcastle United","Liverpool","no","James Milner","M",8
"a_player_18375","Everton","Bournemouth","no","Jefferson Lerma","M",7.1
"a_player_18376","Manchester City","Norwich City","no","Todd Cantwell","M",5.8
"a_player_18377","Burnley","Brighton & Hove Albion","no","Solly March","M",6.3
"a_player_18378","Crystal Palace","Tottenham","no","Lucas Moura","M",7.3
"a_player_18379","Fulham","Arsenal","no","Ainsley Maitland-Niles","M",6.9
"a_player_18380","Crystal Palace","Southampton","no","Oriol Romeu","M",7.2
"a_player_18381","Liverpool","Leeds United","no","Pablo Hernández","M",6.2
"a_player_18382","West Ham United","Newcastle United","no","Isaac Hayden","M",7.1
"a_player_18383","West Bromwich Albion","Leicester City","no","Youri Tielemans","M",7.4
"a_player_18384","Tottenham","Everton","no","André Gomes","M",6.7
"a_player_18385","Sheffield United","Wolverhampton","no","Fernando Marçal","M",7
"a_player_18386","Brighton & Hove Albion","Chelsea","no","Kai Havertz","M",6.5
"a_player_18387","Everton","West Bromwich Albion","no","Jake Livermore","M",6.8
"a_player_18388","Leeds United","Fulham","no","Aboubakar Kamara","M",5.9
"a_player_18389","Manchester United","Crystal Palace","no","James McCarthy","M",7
"a_player_18390","Arsenal","West Ham United","no","Tomáš Souček","M",6.5
"a_player_18391","Southampton","Tottenham","no","Tanguy Ndombélé","M",6.6
"a_player_18392","Newcastle United","Brighton & Hove Albion","no","Solly March","M",6.9
"a_player_18393","Chelsea","Liverpool","no","Georginio Wijnaldum","M",6.5
"a_player_18394","Leicester City","Burnley","no","Josh Brownhill","M",6.6
"a_player_18395","Aston Villa","Sheffield United","no","John Fleck","M",6.6
"a_player_18396","Wolverhampton","Manchester City","no","Phil Foden","M",7.8
"a_player_18397","Brighton & Hove Albion","Manchester United","no","Mason Greenwood","M",6.6
"a_player_18398","Crystal Palace","Everton","no","André Gomes","M",6.7
"a_player_18399","West Bromwich Albion","Chelsea","no","Mason Mount","M",8.4
"a_player_18400","Burnley","Southampton","no","Oriol Romeu","M",7.1
"a_player_18401","Sheffield United","Leeds United","no","Stuart Dallas","M",7
"a_player_18402","Tottenham","Newcastle United","no","Jonjo Shelvey","M",7
"a_player_18403","Manchester City","Leicester City","no","Youri Tielemans","M",7.5
"a_player_18404","West Ham United","Wolverhampton","no","Rúben Vinagre","M",6.7
"a_player_18405","Fulham","Aston Villa","no","Conor Hourihane","M",8.5
"a_player_18406","Liverpool","Arsenal","no","Ainsley Maitland-Niles","M",6.5
"a_player_18407","Chelsea","Crystal Palace","no","James McCarthy","M",6.5
"a_player_18408","Everton","Brighton & Hove Albion","no","Solly March","M",6.7
"a_player_18409","Leeds United","Manchester City","no","Phil Foden","M",6.8
"a_player_18410","Newcastle United","Burnley","no","Dale Stephens","M",6.4
"a_player_18411","Southampton","West Bromwich Albion","no","Kyle Edwards","M",6.4
"a_player_18412","Leicester City","West Ham United","no","Tomáš Souček","M",7.4
"a_player_18413","Wolverhampton","Fulham","no","Ivan Cavaleiro","M",6.5
"a_player_18414","Arsenal","Sheffield United","no","Ben Osborn","M",6.7
"a_player_18415","Manchester United","Tottenham","no","Tanguy Ndombélé","M",7.7
"a_player_18416","Aston Villa","Liverpool","no","Georginio Wijnaldum","M",6.5
"a_player_18417","Everton","Liverpool","no","Thiago Alcántara","M",7.1
"a_player_18418","Chelsea","Southampton","no","Oriol Romeu","M",7.1
"a_player_18419","Manchester City","Arsenal","no","Bukayo Saka","M",7
"a_player_18420","Newcastle United","Manchester United","no","Juan Mata","M",7.1
"a_player_18421","Sheffield United","Fulham","no","Antonee Robinson","M",7
"a_player_18422","Crystal Palace","Brighton & Hove Albion","no","Solly March","M",7.1
"a_player_18423","Tottenham","West Ham United","no","Tomáš Souček","M",6.9
"a_player_18424","Leicester City","Aston Villa","no","Trezeguet","M",7
"a_player_18425","West Bromwich Albion","Burnley","no","Josh Brownhill","M",6.9
"a_player_18426","Leeds United","Wolverhampton","no","Pedro Neto","M",6.6
"a_player_18427","Aston Villa","Leeds United","no","Mateusz Klich","M",7.1
"a_player_18428","West Ham United","Manchester City","no","İlkay Gündoğan","M",6.9
"a_player_18429","Fulham","Crystal Palace","no","Jaïro Riedewald","M",7.6
"a_player_18430","Manchester United","Chelsea","no","Ben Chilwell","M",7.5
"a_player_18431","Liverpool","Sheffield United","no","John Lundstram","M",6.6
"a_player_18432","Southampton","Everton","no","Gylfi Sigurðsson","M",6.3
"a_player_18433","Wolverhampton","Newcastle United","no","Jeff Hendrick","M",7
"a_player_18434","Arsenal","Leicester City","no","James Justin","M",6.4
"a_player_18435","Brighton & Hove Albion","West Bromwich Albion","no","Conor Gallagher","M",6.9
"a_player_18436","Burnley","Tottenham","no","Lucas Moura","M",6.6
"a_player_18437","Wolverhampton","Crystal Palace","no","Jeffrey Schlupp","M",6.8
"a_player_18438","Sheffield United","Manchester City","no","Bernardo Silva","M",7.1
"a_player_18439","Burnley","Chelsea","no","Mason Mount","M",8.2
"a_player_18440","Liverpool","West Ham United","no","Tomáš Souček","M",6.6
"a_player_18441","Aston Villa","Southampton","no","James Ward-Prowse","M",9
"a_player_18442","Newcastle United","Everton","no","Fabian Delph","M",7.1
"a_player_18443","Manchester United","Arsenal","no","Bukayo Saka","M",6.8
"a_player_18444","Tottenham","Brighton & Hove Albion","no","Yves Bissouma","M",6.4
"a_player_18445","Fulham","West Bromwich Albion","no","Jake Livermore","M",6.8
"a_player_18446","Leeds United","Leicester City","no","Luke Thomas","M",6.7
"a_player_18447","Brighton & Hove Albion","Burnley","no","Josh Brownhill","M",7
"a_player_18448","Southampton","Newcastle United","no","Jeff Hendrick","M",6.1
"a_player_18449","Everton","Manchester United","no","Juan Mata","M",6.1
"a_player_18450","Crystal Palace","Leeds United","no","Hélder Costa","F",6.2
"a_player_18451","Chelsea","Sheffield United","no","John Lundstram","M",6.5
"a_player_18452","West Ham United","Fulham","no","Bobby Reid","M",6.7
"a_player_18453","West Bromwich Albion","Tottenham","no","Gareth Bale","M",6.9
"a_player_18454","Leicester City","Wolverhampton","no","Rayan Aït Nouri","M",6.1
"a_player_18455","Manchester City","Liverpool","no","Diogo Jota","M",6.2
"a_player_18456","Arsenal","Aston Villa","no","Trezeguet","M",7.5
"a_player_191","Liverpool","Norwich City","no","Marco Stiepermann","M",6.4
"a_player_192","West Ham United","Manchester City","no","Riyad Mahrez","F",9
"a_player_193","Bournemouth","Sheffield United","no","Enda Stevens","M",6.5
"a_player_194","Watford","Brighton & Hove Albion","no","Pascal Groß","F",7.2
"a_player_195","Burnley","Southampton","no","Danny Ings","F",6.5
"a_player_196","Crystal Palace","Everton","no","Gylfi Sigurðsson","M",6.5
"a_player_197","Tottenham","Aston Villa","no","Jack Grealish","M",7.3
"a_player_198","Newcastle United","Arsenal","no","Joseph Willock","M",6.6
"a_player_199","Leicester City","Wolverhampton","no","Jonny Otto","M",6
"a_player_1910","Manchester United","Chelsea","no","Mason Mount","M",7.2
"a_player_1911","Arsenal","Burnley","no","Dwight McNeil","M",7
"a_player_1912","Southampton","Liverpool","no","Mohamed Salah","F",6.4
"a_player_1913","Norwich City","Newcastle United","no","Matt Ritchie","M",7.1
"a_player_1914","Everton","Watford","no","Roberto Pereyra","M",5.8
"a_player_1915","Aston Villa","Bournemouth","no","Ryan Fraser","M",6.4
"a_player_1916","Brighton & Hove Albion","West Ham United","no","Manuel Lanzini","M",7.6
"a_player_1917","Manchester City","Tottenham","no","Érik Lamela","M",7.7
"a_player_1918","Sheffield United","Crystal Palace","no","Max Meyer","M",6.7
"a_player_1919","Chelsea","Leicester City","no","Hamza Choudhury","M",6.5
"a_player_1920","Wolverhampton","Manchester United","no","Jesse Lingard","M",6.2
"a_player_1921","Aston Villa","Everton","no","Gylfi Sigurðsson","M",6.5
"a_player_1922","Norwich City","Chelsea","no","Christian Pulišić","F",7.3
"a_player_1923","Sheffield United","Leicester City","no","Ayoze Pérez","F",6.9
"a_player_1924","Watford","West Ham United","no","Manuel Lanzini","M",7.8
"a_player_1925","Brighton & Hove Albion","Southampton","no","Nathan Redmond","M",7.8
"a_player_1926","Manchester United","Crystal Palace","no","Cheikhou Kouyaté","M",7.3
"a_player_1927","Liverpool","Arsenal","no","Dani Ceballos","M",6
"a_player_1928","Bournemouth","Manchester City","no","Bernardo Silva","F",7
"a_player_1929","Wolverhampton","Burnley","no","Dwight McNeil","M",6.9
"a_player_1930","Tottenham","Newcastle United","no","Sean Longstaff","M",6.5
"a_player_1931","Southampton","Manchester United","no","Juan Mata","M",6.9
"a_player_1932","Manchester City","Brighton & Hove Albion","no","Solly March","F",6.7
"a_player_1933","West Ham United","Norwich City","no","Marco Stiepermann","M",6.4
"a_player_1934","Newcastle United","Watford","no","Will Hughes","F",7.6
"a_player_1935","Crystal Palace","Aston Villa","no","Jota","F",6.7
"a_player_1936","Chelsea","Sheffield United","no","Enda Stevens","M",7.1
"a_player_1937","Leicester City","Bournemouth","no","Ryan Fraser","M",6.8
"a_player_1938","Burnley","Liverpool","no","Mohamed Salah","F",7
"a_player_1939","Everton","Wolverhampton","no","Rúben Vinagre","M",6.3
"a_player_1940","Arsenal","Tottenham","no","Christian Eriksen","M",7.4
"a_player_1941","Liverpool","Newcastle United","no","Jonjo Shelvey","M",6.4
"a_player_1942","Sheffield United","Southampton","no","James Ward-Prowse","F",7.1
"a_player_1943","Tottenham","Crystal Palace","no","Jeffrey Schlupp","M",6.2
"a_player_1944","Wolverhampton","Chelsea","no","Willian","F",7.4
"a_player_1945","Brighton & Hove Albion","Burnley","no","Dwight McNeil","M",6.4
"a_player_1946","Manchester United","Leicester City","no","Hamza Choudhury","M",6.6
"a_player_1947","Norwich City","Manchester City","no","David Silva","M",6.3
"a_player_1948","Bournemouth","Everton","no","Gylfi Sigurðsson","M",6.4
"a_player_1949","Watford","Arsenal","no","Mesut Özil","M",7
"a_player_1950","Aston Villa","West Ham United","no","Manuel Lanzini","M",7.1
"a_player_1951","Southampton","Bournemouth","no","Joshua King","M",6
"a_player_1952","Leicester City","Tottenham","no","Érik Lamela","M",7.2
"a_player_1953","Manchester City","Watford","no","Will Hughes","M",6
"a_player_1954","Everton","Sheffield United","no","Enda Stevens","M",6.8
"a_player_1955","Burnley","Norwich City","no","Marco Stiepermann","M",6.6
"a_player_1956","Newcastle United","Brighton & Hove Albion","no","Pascal Groß","F",7.1
"a_player_1957","West Ham United","Manchester United","no","Juan Mata","M",6.3
"a_player_1958","Crystal Palace","Wolverhampton","no","Adama Traoré","F",7.4
"a_player_1959","Arsenal","Aston Villa","no","Trezeguet","F",7.2
"a_player_1960","Chelsea","Liverpool","no","Mohamed Salah","F",6.3
"a_player_1961","Sheffield United","Liverpool","no","Mohamed Salah","F",6.7
"a_player_1962","Wolverhampton","Watford","no","Ismaila Sarr","F",6.2
"a_player_1963","Tottenham","Southampton","no","Sofiane Boufal","F",6.3
"a_player_1964","Bournemouth","West Ham United","no","Pablo Fornals","M",7
"a_player_1965","Aston Villa","Burnley","no","Dwight McNeil","M",6.6
"a_player_1966","Chelsea","Brighton & Hove Albion","no","Steven Alzate","M",6.3
"a_player_1967","Crystal Palace","Norwich City","no","Marco Stiepermann","M",6.6
"a_player_1968","Leicester City","Newcastle United","no","Yoshinori Muto","M",6.2
"a_player_1969","Manchester United","Arsenal","no","Nicolas Pépé","F",6.8
"a_player_1970","Brighton & Hove Albion","Tottenham","no","Christian Eriksen","M",6.6
"a_player_1971","Norwich City","Aston Villa","no","Anwar El Ghazi","F",8.2
"a_player_1972","Watford","Sheffield United","no","Enda Stevens","M",6.8
"a_player_1973","Liverpool","Leicester City","no","Youri Tielemans","M",6.4
"a_player_1974","Burnley","Everton","no","Gylfi Sigurðsson","M",7.1
"a_player_1975","West Ham United","Crystal Palace","no","Cheikhou Kouyaté","M",6.5
"a_player_1976","Southampton","Chelsea","no","Willian","F",7.5
"a_player_1977","Arsenal","Bournemouth","no","Joshua King","M",6.9
"a_player_1978","Manchester City","Wolverhampton","no","Rúben Vinagre","M",6.5
"a_player_1979","Newcastle United","Manchester United","no","Juan Mata","M",6.6
"a_player_1980","Everton","West Ham United","no","Manuel Lanzini","M",7
"a_player_1981","Wolverhampton","Southampton","no","James Ward-Prowse","F",7.4
"a_player_1982","Chelsea","Newcastle United","no","Sean Longstaff","M",6.6
"a_player_1983","Leicester City","Burnley","no","Robbie Brady","M",6.2
"a_player_1984","Aston Villa","Brighton & Hove Albion","no","Aaron Mooy","M",5.2
"a_player_1985","Bournemouth","Norwich City","no","Kenny McLean","M",6.5
"a_player_1986","Crystal Palace","Manchester City","no","Bernardo Silva","F",8.1
"a_player_1987","Manchester United","Liverpool","no","Sadio Mané","F",6.7
"a_player_1988","Sheffield United","Arsenal","no","Joseph Willock","M",6.2
"a_player_1989","Southampton","Leicester City","no","James Maddison","M",7.8
"a_player_1990","Manchester City","Aston Villa","no","Douglas Luiz","M",6.9
"a_player_1991","Watford","Bournemouth","no","Arnaut Danjuma","M",6
"a_player_1992","West Ham United","Sheffield United","no","Enda Stevens","M",6.8
"a_player_1993","Brighton & Hove Albion","Everton","no","Alex Iwobi","M",6.9
"a_player_1994","Burnley","Chelsea","no","Mason Mount","M",6.1
"a_player_1995","Newcastle United","Wolverhampton","no","Jonny Otto","M",7.1
"a_player_1996","Norwich City","Manchester United","no","Andreas Pereira","M",7.1
"a_player_1997","Liverpool","Tottenham","no","Christian Eriksen","F",6.4
"a_player_1998","Arsenal","Crystal Palace","no","James McArthur","M",7.5
"a_player_1999","Bournemouth","Manchester United","no","Andreas Pereira","M",6.5
"a_player_19100","West Ham United","Newcastle United","no","Jonjo Shelvey","M",7.6
"a_player_19101","Manchester City","Southampton","no","Stuart Armstrong","M",6.6
"a_player_19102","Sheffield United","Burnley","no","Dwight McNeil","M",5.6
"a_player_19103","Brighton & Hove Albion","Norwich City","no","Marco Stiepermann","M",6.8
"a_player_19104","Aston Villa","Liverpool","no","Mohamed Salah","F",6.8
"a_player_19105","Arsenal","Wolverhampton","no","Adama Traoré","F",6.8
"a_player_19106","Watford","Chelsea","no","Mason Mount","M",6.8
"a_player_19107","Crystal Palace","Leicester City","no","James Maddison","M",8.6
"a_player_19108","Everton","Tottenham","no","Christian Eriksen","M",6.2
"a_player_19109","Norwich City","Watford","no","Will Hughes","M",7.5
"a_player_19110","Chelsea","Crystal Palace","no","James McArthur","M",7.1
"a_player_19111","Tottenham","Sheffield United","no","Enda Stevens","M",6.5
"a_player_19112","Southampton","Everton","no","Gylfi Sigurðsson","M",7.6
"a_player_19113","Newcastle United","Bournemouth","no","Ryan Fraser","M",7.1
"a_player_19114","Burnley","West Ham United","no","Felipe Anderson","M",6.1
"a_player_19115","Leicester City","Arsenal","no","Mesut Özil","F",7.1
"a_player_19116","Wolverhampton","Aston Villa","no","Anwar El Ghazi","F",7
"a_player_19117","Manchester United","Brighton & Hove Albion","no","Leandro Trossard","M",6.4
"a_player_19118","Liverpool","Manchester City","no","Kevin De Bruyne","M",6.8
"a_player_19119","West Ham United","Tottenham","no","Dele Alli","M",7.5
"a_player_19120","Watford","Burnley","no","Dwight McNeil","M",6.5
"a_player_19121","Brighton & Hove Albion","Leicester City","no","James Maddison","M",8.1
"a_player_19122","Bournemouth","Wolverhampton","no","Adama Traoré","F",8
"a_player_19123","Arsenal","Southampton","no","Nathan Redmond","M",7.2
"a_player_19124","Crystal Palace","Liverpool","no","Sadio Mané","F",7.7
"a_player_19125","Everton","Norwich City","no","Kenny McLean","M",8.2
"a_player_19126","Manchester City","Chelsea","no","Willian","F",7.4
"a_player_19127","Sheffield United","Manchester United","no","Daniel James","F",7.2
"a_player_19128","Aston Villa","Newcastle United","no","Jonjo Shelvey","M",7.4
"a_player_19129","Newcastle United","Manchester City","no","Riyad Mahrez","F",7.2
"a_player_19130","Tottenham","Bournemouth","no","Ryan Fraser","M",6.4
"a_player_19131","Liverpool","Brighton & Hove Albion","no","Pascal Groß","M",7.2
"a_player_19132","Burnley","Crystal Palace","no","James McArthur","M",7.4
"a_player_19133","Chelsea","West Ham United","no","Pablo Fornals","M",6.3
"a_player_19134","Southampton","Watford","no","Will Hughes","M",6.3
"a_player_19135","Wolverhampton","Sheffield United","no","Enda Stevens","M",6.4
"a_player_19136","Norwich City","Arsenal","no","Joseph Willock","M",6.5
"a_player_19137","Manchester United","Aston Villa","no","Anwar El Ghazi","F",7
"a_player_19138","Leicester City","Everton","no","Alex Iwobi","F",6.9
"a_player_19139","Crystal Palace","Bournemouth","no","Arnaut Danjuma","M",6.7
"a_player_19140","Burnley","Manchester City","no","Bernardo Silva","F",7.5
"a_player_19141","Chelsea","Aston Villa","no","Trezeguet","F",7.4
"a_player_19142","Southampton","Norwich City","no","Kenny McLean","M",6.7
"a_player_19143","Wolverhampton","West Ham United","no","Pablo Fornals","M",6.2
"a_player_19144","Manchester United","Tottenham","no","Dele Alli","M",7.3
"a_player_19145","Leicester City","Watford","no","Will Hughes","M",6.2
"a_player_19146","Liverpool","Everton","no","Gylfi Sigurðsson","M",6.6
"a_player_19147","Sheffield United","Newcastle United","no","Jonjo Shelvey","M",7.9
"a_player_19148","Arsenal","Brighton & Hove Albion","no","Pascal Groß","M",6.8
"a_player_19149","Everton","Chelsea","no","Mason Mount","M",6.3
"a_player_19150","Watford","Crystal Palace","no","James McArthur","M",6.6
"a_player_19151","Tottenham","Burnley","no","Robbie Brady","M",6
"a_player_19152","Bournemouth","Liverpool","no","Mohamed Salah","F",8.1
"a_player_19153","Manchester City","Manchester United","no","Jesse Lingard","M",6.5
"a_player_19154","Norwich City","Sheffield United","no","Enda Stevens","M",6.9
"a_player_19155","Newcastle United","Southampton","no","Nathan Redmond","M",7.2
"a_player_19156","Aston Villa","Leicester City","no","James Maddison","M",8.4
"a_player_19157","Brighton & Hove Albion","Wolverhampton","no","Adama Traoré","F",7.5
"a_player_19158","West Ham United","Arsenal","no","Mesut Özil","M",6.3
"a_player_19159","Liverpool","Watford","no","Abdoulaye Doucouré","M",6.7
"a_player_19160","Sheffield United","Aston Villa","no","Anwar El Ghazi","F",6.6
"a_player_19161","Burnley","Newcastle United","no","Isaac Hayden","M",6.9
"a_player_19162","Leicester City","Norwich City","no","Kenny McLean","M",7.2
"a_player_19163","Chelsea","Bournemouth","no","Dan Gosling","M",7.7
"a_player_19164","Southampton","West Ham United","no","Pablo Fornals","M",7.2
"a_player_19165","Manchester United","Everton","no","Bernard","M",6.2
"a_player_19166","Wolverhampton","Tottenham","no","Dele Alli","M",6.9
"a_player_19167","Arsenal","Manchester City","no","Kevin De Bruyne","M",9.3
"a_player_19168","Crystal Palace","Brighton & Hove Albion","no","Pascal Groß","M",7.6
"a_player_19169","Everton","Arsenal","no","Emile Smith Rowe","M",6.4
"a_player_19170","Aston Villa","Southampton","no","Nathan Redmond","M",6.1
"a_player_19171","Bournemouth","Burnley","no","Dwight McNeil","M",6.3
"a_player_19172","Norwich City","Wolverhampton","no","Adama Traoré","F",7.6
"a_player_19173","Brighton & Hove Albion","Sheffield United","no","Enda Stevens","M",6.9
"a_player_19174","Newcastle United","Crystal Palace","no","Jordan Ayew","F",7.4
"a_player_19175","Manchester City","Leicester City","no","James Maddison","M",6.6
"a_player_19176","Watford","Manchester United","no","Jesse Lingard","M",6.4
"a_player_19177","Tottenham","Chelsea","no","Mason Mount","F",6.9
"a_player_19178","West Ham United","Liverpool","no","Mohamed Salah","F",8.2
"a_player_19179","Tottenham","Brighton & Hove Albion","no","Pascal Groß","F",7.4
"a_player_19180","Sheffield United","Watford","no","Nathaniel Chalobah","M",7
"a_player_19181","Aston Villa","Norwich City","no","Kenny McLean","M",7
"a_player_19182","Crystal Palace","West Ham United","no","Pablo Fornals","M",6.6
"a_player_19183","Everton","Burnley","no","Dwight McNeil","M",6.8
"a_player_19184","Chelsea","Southampton","no","Nathan Redmond","M",6.8
"a_player_19185","Bournemouth","Arsenal","no","Mesut Özil","M",6.6
"a_player_19186","Manchester United","Newcastle United","no","Jetro Willems","M",5.9
"a_player_19187","Leicester City","Liverpool","no","Mohamed Salah","F",7.1
"a_player_19188","Wolverhampton","Manchester City","no","Kevin De Bruyne","M",7.3
"a_player_19189","Brighton & Hove Albion","Bournemouth","no","Junior Stanislas","M",6.9
"a_player_19190","Southampton","Crystal Palace","no","James McArthur","M",6.9
"a_player_19191","Watford","Aston Villa","no","Henri Lansbury","M",6.7
"a_player_19192","Newcastle United","Everton","no","Richarlison","M",7.6
"a_player_19193","West Ham United","Leicester City","no","Marc Albrighton","M",6.1
"a_player_19194","Norwich City","Tottenham","no","Ryan Sessegnon","M",6.8
"a_player_19195","Burnley","Manchester United","no","Andreas Pereira","M",7
"a_player_19196","Arsenal","Chelsea","no","Mason Mount","F",7.2
"a_player_19197","Liverpool","Wolverhampton","no","Rúben Vinagre","M",6.8
"a_player_19198","Manchester City","Sheffield United","no","Enda Stevens","M",6.9
"a_player_19199","Burnley","Aston Villa","no","Trezeguet","F",6.7
"a_player_19200","Brighton & Hove Albion","Chelsea","no","Willian","F",7
"a_player_19201","Watford","Wolverhampton","no","Adama Traoré","F",7.8
"a_player_19202","Southampton","Tottenham","no","Dele Alli","M",6
"a_player_19203","Newcastle United","Leicester City","no","Ben Chilwell","M",6.8
"a_player_19204","Norwich City","Crystal Palace","no","James McArthur","M",6.5
"a_player_19205","West Ham United","Bournemouth","no","Harry Wilson","F",6.3
"a_player_19206","Manchester City","Everton","no","Lucas Digne","M",6.9
"a_player_19207","Arsenal","Manchester United","no","Jesse Lingard","M",6
"a_player_19208","Liverpool","Sheffield United","no","Enda Stevens","M",6.6
"a_player_19209","Sheffield United","West Ham United","no","Felipe Anderson","F",6.8
"a_player_19210","Crystal Palace","Arsenal","no","Mesut Özil","M",6.1
"a_player_19211","Wolverhampton","Newcastle United","no","Matthew Longstaff","M",7.2
"a_player_19212","Manchester United","Norwich City","no","Kenny McLean","M",6.5
"a_player_19213","Chelsea","Burnley","no","Dwight McNeil","M",7.6
"a_player_19214","Leicester City","Southampton","no","Nathan Redmond","M",7.2
"a_player_19215","Everton","Brighton & Hove Albion","no","Alireza Jahanbakhsh","F",6.4
"a_player_19216","Tottenham","Liverpool","no","Mohamed Salah","F",7.5
"a_player_19217","Bournemouth","Watford","no","Abdoulaye Doucouré","M",8.6
"a_player_19218","Aston Villa","Manchester City","no","Riyad Mahrez","F",9.8
"a_player_19219","Watford","Tottenham","no","Érik Lamela","F",7.1
"a_player_19220","West Ham United","Everton","no","Bernard","M",6.3
"a_player_19221","Norwich City","Bournemouth","no","Harry Wilson","F",6.7
"a_player_19222","Southampton","Wolverhampton","no","Pedro Neto","F",7.5
"a_player_19223","Brighton & Hove Albion","Aston Villa","no","Trezeguet","F",6.3
"a_player_19224","Manchester City","Crystal Palace","no","James McCarthy","M",7.4
"a_player_19225","Arsenal","Sheffield United","no","Enda Stevens","M",7.5
"a_player_19226","Newcastle United","Chelsea","no","Callum Hudson-Odoi","F",6.9
"a_player_19227","Burnley","Leicester City","no","James Maddison","M",7.5
"a_player_19228","Liverpool","Manchester United","no","Andreas Pereira","F",6.5
"a_player_19229","Crystal Palace","Southampton","no","Nathan Redmond","M",8.6
"a_player_19230","Aston Villa","Watford","no","Abdoulaye Doucouré","M",6.9
"a_player_19231","Sheffield United","Manchester City","no","Riyad Mahrez","F",7.6
"a_player_19232","Everton","Newcastle United","no","Matthew Longstaff","M",6.4
"a_player_19233","Bournemouth","Brighton & Hove Albion","no","Aaron Mooy","M",8.3
"a_player_19234","Chelsea","Arsenal","no","Mesut Özil","M",6.6
"a_player_19235","Leicester City","West Ham United","no","Mark Noble","M",6.7
"a_player_19236","Tottenham","Norwich City","no","Ondrej Duda","M",7.2
"a_player_19237","Manchester United","Burnley","no","Dwight McNeil","M",6.7
"a_player_19238","Wolverhampton","Liverpool","no","Mohamed Salah","F",7.4
"a_player_19239","Leicester City","Chelsea","no","Mason Mount","M",7.5
"a_player_19240","Liverpool","Southampton","no","Nathan Redmond","M",6.1
"a_player_19241","West Ham United","Brighton & Hove Albion","no","Aaron Mooy","M",5.7
"a_player_19242","Watford","Everton","no","Alex Iwobi","M",6.4
"a_player_19243","Crystal Palace","Sheffield United","no","Enda Stevens","M",6.4
"a_player_19244","Newcastle United","Norwich City","no","Ondrej Duda","M",8.2
"a_player_19245","Bournemouth","Aston Villa","no","Anwar El Ghazi","F",6.7
"a_player_19246","Manchester United","Wolverhampton","no","Adama Traoré","F",6.9
"a_player_19247","Burnley","Arsenal","no","Mesut Özil","M",6.8
"a_player_19248","Tottenham","Manchester City","no","Riyad Mahrez","F",6.7
"a_player_19249","Everton","Crystal Palace","no","James McArthur","M",6.9
"a_player_19250","Brighton & Hove Albion","Watford","no","Abdoulaye Doucouré","M",7.3
"a_player_19251","Sheffield United","Bournemouth","no","Dan Gosling","M",5.9
"a_player_19252","Wolverhampton","Leicester City","no","James Maddison","M",7
"a_player_19253","Southampton","Burnley","no","Dwight McNeil","M",6.9
"a_player_19254","Norwich City","Liverpool","no","Mohamed Salah","F",6.4
"a_player_19255","Aston Villa","Tottenham","no","Dele Alli","M",5.5
"a_player_19256","Arsenal","Newcastle United","no","Nabil Bentaleb","M",6.2
"a_player_19257","Chelsea","Manchester United","no","Bruno Fernandes","F",7.1
"a_player_19258","Manchester City","West Ham United","no","Mark Noble","M",7
"a_player_19259","Chelsea","Tottenham","no","Harry Winks","M",6.6
"a_player_19260","Sheffield United","Brighton & Hove Albion","no","Aaron Mooy","M",6.4
"a_player_19261","Crystal Palace","Newcastle United","no","Nabil Bentaleb","M",6.5
"a_player_19262","Southampton","Aston Villa","no","Anwar El Ghazi","F",6.7
"a_player_19263","Burnley","Bournemouth","no","Harry Wilson","F",6.8
"a_player_19264","Leicester City","Manchester City","no","Riyad Mahrez","F",8.7
"a_player_19265","Manchester United","Watford","no","Abdoulaye Doucouré","M",6.2
