"","domacini","gosti","isHome","players","positions","scores"
"h_player_3266","Wolverhampton","Norwich City","yes","Romain Saïss","D",7.8
"h_player_3267","Arsenal","Everton","yes","David Luiz","D",6.5
"h_player_3268","Liverpool","West Ham United","yes","Virgil van Dijk","D",7.3
"h_player_3269","Norwich City","Leicester City","yes","Ben Godfrey","D",7.1
"h_player_3270","Brighton & Hove Albion","Crystal Palace","yes","Lewis Dunk","D",7.1
"h_player_3271","Newcastle United","Burnley","yes","Jamaal Lascelles","D",6.7
"h_player_3272","Bournemouth","Chelsea","yes","Nathan Aké","D",6.9
"h_player_3273","West Ham United","Southampton","yes","Angelo Ogbonna","D",7.2
"h_player_3274","Watford","Liverpool","yes","Craig Cathcart","D",7.4
"h_player_3275","Tottenham","Wolverhampton","yes","Japhet Tanganga","D",5.9
"h_player_3276","Everton","Manchester United","yes","Mason Holgate","D",6.7
"h_player_3277","Aston Villa","Sheffield United","yes","Tyrone Mings","D",7
"h_player_3278","Manchester City","Arsenal","yes","Aymeric Laporte","D",6.7
"h_player_3279","Liverpool","Bournemouth","yes","Virgil van Dijk","D",8
"h_player_3280","Arsenal","West Ham United","yes","Pablo Marí","D",7.2
"h_player_3281","Crystal Palace","Watford","yes","Gary Cahill","D",7.1
"h_player_3282","Sheffield United","Norwich City","yes","Jack OConnell","D",7
"h_player_3283","Southampton","Newcastle United","yes","Jan Bednarek","D",6.9
"h_player_3284","Wolverhampton","Brighton & Hove Albion","yes","Romain Saïss","D",7.2
"h_player_3285","Burnley","Tottenham","yes","Ben Mee","D",6.7
"h_player_3286","Chelsea","Everton","yes","Kurt Zouma","D",6.7
"h_player_3287","Manchester United","Manchester City","yes","Luke Shaw","D",6.6
"h_player_3288","Leicester City","Aston Villa","yes","Çağlar Söyüncü","D",7.4
"h_player_3289","Norwich City","Southampton","yes","Timm Klose","D",5.9
"h_player_3290","Tottenham","Manchester United","yes","Eric Dier","D",6.3
"h_player_3291","Watford","Leicester City","yes","Craig Dawson","D",7.6
"h_player_3292","Brighton & Hove Albion","Arsenal","yes","Lewis Dunk","D",7.5
"h_player_3293","West Ham United","Wolverhampton","yes","Declan Rice","D",6.7
"h_player_3294","Bournemouth","Crystal Palace","yes","Nathan Aké","D",7.3
"h_player_3295","Newcastle United","Sheffield United","yes","Federico Fernández","D",7.4
"h_player_3296","Aston Villa","Chelsea","yes","Tyrone Mings","D",6.9
"h_player_3297","Everton","Liverpool","yes","Mason Holgate","D",7.8
"h_player_3298","Manchester City","Burnley","yes","Fernandinho","D",7.1
"h_player_3299","Leicester City","Brighton & Hove Albion","yes","Çağlar Söyüncü","D",7.8
"h_player_3300","Tottenham","West Ham United","yes","Eric Dier","D",7.4
"h_player_3301","Wolverhampton","Bournemouth","yes","Romain Saïss","D",7.6
"h_player_3302","Norwich City","Everton","yes","Timm Klose","D",7
"h_player_3303","Manchester United","Sheffield United","yes","Harry Maguire","D",7.6
"h_player_3304","Newcastle United","Aston Villa","yes","Federico Fernández","D",7.2
"h_player_3305","Liverpool","Crystal Palace","yes","Virgil van Dijk","D",7.5
"h_player_3306","Southampton","Arsenal","yes","Jan Bednarek","D",6.9
"h_player_3307","Burnley","Watford","yes","Ben Mee","D",7.2
"h_player_3308","Chelsea","Manchester City","yes","Antonio Rüdiger","D",6.7
"h_player_3309","Aston Villa","Wolverhampton","yes","Tyrone Mings","D",6.6
"h_player_3310","Watford","Southampton","yes","Craig Dawson","D",6.3
"h_player_3311","Crystal Palace","Burnley","yes","Gary Cahill","D",6.9
"h_player_3312","Brighton & Hove Albion","Manchester United","yes","Lewis Dunk","D",6.4
"h_player_3313","Bournemouth","Newcastle United","yes","Nathan Aké","D",6.7
"h_player_3314","Arsenal","Norwich City","yes","Sead Kolašinac","D",7.2
"h_player_3315","Everton","Leicester City","yes","Mason Holgate","D",7.2
"h_player_3316","West Ham United","Chelsea","yes","Angelo Ogbonna","D",6.5
"h_player_3317","Sheffield United","Tottenham","yes","Jack Robinson","D",6.8
"h_player_3318","Manchester City","Liverpool","yes","Aymeric Laporte","D",7.2
"h_player_3319","Norwich City","Brighton & Hove Albion","yes","Timm Klose","D",7
"h_player_3320","Manchester United","Bournemouth","yes","Harry Maguire","D",6.6
"h_player_3321","Leicester City","Crystal Palace","yes","Çağlar Söyüncü","D",7
"h_player_3322","Wolverhampton","Arsenal","yes","Romain Saïss","D",6.3
"h_player_3323","Chelsea","Watford","yes","Kurt Zouma","D",7.5
"h_player_3324","Burnley","Sheffield United","yes","James Tarkowski","D",7.8
"h_player_3325","Newcastle United","West Ham United","yes","Federico Fernández","D",7
"h_player_3326","Liverpool","Aston Villa","yes","Virgil van Dijk","D",7.5
"h_player_3327","Southampton","Manchester City","yes","Jan Bednarek","D",7.9
"h_player_3328","Tottenham","Everton","yes","Eric Dier","D",7
"h_player_3329","Watford","Norwich City","yes","Craig Dawson","D",8.1
"h_player_3330","Crystal Palace","Chelsea","yes","Gary Cahill","D",6.3
"h_player_3331","Arsenal","Leicester City","yes","Sead Kolašinac","D",6.8
"h_player_3332","West Ham United","Burnley","yes","Angelo Ogbonna","D",6.8
"h_player_3333","Manchester City","Newcastle United","yes","Nicolás Otamendi","D",7.9
"h_player_3334","Sheffield United","Wolverhampton","yes","Jack OConnell","D",7.2
"h_player_3335","Brighton & Hove Albion","Liverpool","yes","Lewis Dunk","D",6.5
"h_player_3336","Everton","Southampton","yes","Michael Keane","D",6.7
"h_player_3337","Bournemouth","Tottenham","yes","Lloyd Kelly","D",7.1
"h_player_3338","Aston Villa","Manchester United","yes","Tyrone Mings","D",6.3
"h_player_3339","Norwich City","West Ham United","yes","Timm Klose","D",6.1
"h_player_3340","Watford","Newcastle United","yes","Craig Dawson","D",7.9
"h_player_3341","Liverpool","Burnley","yes","Virgil van Dijk","D",7.1
"h_player_3342","Sheffield United","Chelsea","yes","Jack OConnell","D",7.4
"h_player_3343","Brighton & Hove Albion","Manchester City","yes","Lewis Dunk","D",6
"h_player_3344","Wolverhampton","Everton","yes","Romain Saïss","D",7.4
"h_player_3345","Aston Villa","Crystal Palace","yes","Tyrone Mings","D",6.9
"h_player_3346","Tottenham","Arsenal","yes","Toby Alderweireld","D",7.5
"h_player_3347","Bournemouth","Leicester City","yes","Lloyd Kelly","D",6.3
"h_player_3348","Manchester United","Southampton","yes","Harry Maguire","D",6.4
"h_player_3349","Chelsea","Norwich City","yes","Kurt Zouma","D",7.1
"h_player_3350","Burnley","Wolverhampton","yes","James Tarkowski","D",7.1
"h_player_3351","Newcastle United","Tottenham","yes","Fabian Schär","D",6.1
"h_player_3352","Manchester City","Bournemouth","yes","Nicolás Otamendi","D",6.5
"h_player_3353","Arsenal","Liverpool","yes","Kieran Tierney","D",6.9
"h_player_3354","Leicester City","Sheffield United","yes","Jonny Evans","D",6.9
"h_player_3355","Everton","Aston Villa","yes","Mason Holgate","D",6.7
"h_player_3356","Crystal Palace","Manchester United","yes","Mamadou Sakho","D",6.9
"h_player_3357","Southampton","Brighton & Hove Albion","yes","Jannik Vestergaard","D",6.8
"h_player_3358","West Ham United","Watford","yes","Angelo Ogbonna","D",7.5
"h_player_3359","Norwich City","Burnley","yes","Timm Klose","D",6.4
"h_player_3360","Bournemouth","Southampton","yes","Lloyd Kelly","D",6.5
"h_player_3361","Tottenham","Leicester City","yes","Toby Alderweireld","D",7
"h_player_3362","Sheffield United","Everton","yes","Jack OConnell","D",6.9
"h_player_3363","Brighton & Hove Albion","Newcastle United","yes","Lewis Dunk","D",7.4
"h_player_3364","Wolverhampton","Crystal Palace","yes","Willy Boly","D",7.1
"h_player_3365","Watford","Manchester City","yes","Craig Dawson","D",6.1
"h_player_3366","Aston Villa","Arsenal","yes","Tyrone Mings","D",7.5
"h_player_3367","Manchester United","West Ham United","yes","Harry Maguire","D",7
"h_player_3368","Liverpool","Chelsea","yes","Virgil van Dijk","D",6
"h_player_3369","Southampton","Sheffield United","yes","Jannik Vestergaard","D",7.5
"h_player_3370","Chelsea","Wolverhampton","yes","Antonio Rüdiger","D",7.3
"h_player_3371","West Ham United","Aston Villa","yes","Angelo Ogbonna","D",7
"h_player_3372","Leicester City","Manchester United","yes","Jonny Evans","D",6
"h_player_3373","Arsenal","Watford","yes","David Luiz","D",6.2
"h_player_3374","Newcastle United","Liverpool","yes","Danny Rose","D",6.2
"h_player_3375","Everton","Bournemouth","yes","Jarrad Branthwaite","D",6.9
"h_player_3376","Manchester City","Norwich City","yes","Aymeric Laporte","D",7.1
"h_player_3377","Burnley","Brighton & Hove Albion","yes","James Tarkowski","D",7.3
"h_player_3378","Crystal Palace","Tottenham","yes","Scott Dann","D",7
"h_player_3379","Fulham","Arsenal","yes","Tim Ream","D",6.4
"h_player_3380","Crystal Palace","Southampton","yes","Scott Dann","D",7.3
"h_player_3381","Liverpool","Leeds United","yes","Virgil van Dijk","D",6.5
"h_player_3382","West Ham United","Newcastle United","yes","Angelo Ogbonna","D",7.1
"h_player_3383","West Bromwich Albion","Leicester City","yes","Kyle Bartley","D",6.1
"h_player_3384","Tottenham","Everton","yes","Eric Dier","D",6.6
"h_player_3385","Sheffield United","Wolverhampton","yes","Jack OConnell","D",6.4
"h_player_3386","Brighton & Hove Albion","Chelsea","yes","Adam Webster","D",6.9
"h_player_3387","Everton","West Bromwich Albion","yes","Michael Keane","D",7.5
"h_player_3388","Leeds United","Fulham","yes","Liam Cooper","D",6.5
"h_player_3389","Manchester United","Crystal Palace","yes","Harry Maguire","D",7
"h_player_3390","Arsenal","West Ham United","yes","Sead Kolašinac","D",6.7
"h_player_3391","Southampton","Tottenham","yes","Jan Bednarek","D",5.9
"h_player_3392","Newcastle United","Brighton & Hove Albion","yes","Federico Fernández","D",6.1
"h_player_3393","Chelsea","Liverpool","yes","Kurt Zouma","D",6.8
"h_player_3394","Leicester City","Burnley","yes","Çağlar Söyüncü","D",7.3
"h_player_3395","Aston Villa","Sheffield United","yes","Tyrone Mings","D",7.7
"h_player_3396","Wolverhampton","Manchester City","yes","Conor Coady","D",6.1
"h_player_3397","Brighton & Hove Albion","Manchester United","yes","Adam Webster","D",6.7
"h_player_3398","Crystal Palace","Everton","yes","Mamadou Sakho","D",6.5
"h_player_3399","West Bromwich Albion","Chelsea","yes","Kyle Bartley","D",7.2
"h_player_3400","Burnley","Southampton","yes","Jimmy Dunne","D",6.7
"h_player_3401","Sheffield United","Leeds United","yes","Jack Robinson","D",7.1
"h_player_3402","Tottenham","Newcastle United","yes","Eric Dier","D",6.6
"h_player_3403","Manchester City","Leicester City","yes","Nathan Aké","D",6.7
"h_player_3404","West Ham United","Wolverhampton","yes","Angelo Ogbonna","D",7.5
"h_player_3405","Fulham","Aston Villa","yes","Tim Ream","D",6.4
"h_player_3406","Liverpool","Arsenal","yes","Virgil van Dijk","D",7.2
"h_player_3407","Chelsea","Crystal Palace","yes","Kurt Zouma","D",8.2
"h_player_3408","Everton","Brighton & Hove Albion","yes","Michael Keane","D",6.3
"h_player_3409","Leeds United","Manchester City","yes","Liam Cooper","D",7.5
"h_player_3410","Newcastle United","Burnley","yes","Federico Fernández","D",7
"h_player_3411","Southampton","West Bromwich Albion","yes","Jannik Vestergaard","D",7.1
"h_player_3412","Leicester City","West Ham United","yes","Çağlar Söyüncü","D",6.3
"h_player_3413","Wolverhampton","Fulham","yes","Max Kilman","D",7.3
"h_player_3414","Arsenal","Sheffield United","yes","Gabriel","D",7.1
"h_player_3415","Manchester United","Tottenham","yes","Harry Maguire","D",5
"h_player_3416","Aston Villa","Liverpool","yes","Tyrone Mings","D",6.9
"h_player_3417","Everton","Liverpool","yes","Michael Keane","D",7.6
"h_player_3418","Chelsea","Southampton","yes","Kurt Zouma","D",7.1
"h_player_3419","Manchester City","Arsenal","yes","Nathan Aké","D",6.8
"h_player_3420","Newcastle United","Manchester United","yes","Federico Fernández","D",6.6
"h_player_3421","Sheffield United","Fulham","yes","Enda Stevens","D",6.6
"h_player_3422","Crystal Palace","Brighton & Hove Albion","yes","Gary Cahill","D",7.1
"h_player_3423","Tottenham","West Ham United","yes","Davinson Sánchez","D",6.2
"h_player_3424","Leicester City","Aston Villa","yes","Jonny Evans","D",6.9
"h_player_3425","West Bromwich Albion","Burnley","yes","Ahmed Hegazy","D",7
"h_player_3426","Leeds United","Wolverhampton","yes","Pascal Struijk","D",6.4
"h_player_3427","Aston Villa","Leeds United","yes","Tyrone Mings","D",6.2
"h_player_3428","West Ham United","Manchester City","yes","Angelo Ogbonna","D",6.5
"h_player_3429","Fulham","Crystal Palace","yes","Tim Ream","D",6.4
"h_player_3430","Manchester United","Chelsea","yes","Harry Maguire","D",7.5
"h_player_3431","Liverpool","Sheffield United","yes","Joe Gomez","D",7.6
"h_player_3432","Southampton","Everton","yes","Jannik Vestergaard","D",7.7
"h_player_3433","Wolverhampton","Newcastle United","yes","Max Kilman","D",6.7
"h_player_3434","Arsenal","Leicester City","yes","Granit Xhaka","D",7.1
"h_player_3435","Brighton & Hove Albion","West Bromwich Albion","yes","Dan Burn","D",7
"h_player_3436","Burnley","Tottenham","yes","James Tarkowski","D",7.4
"h_player_3437","Wolverhampton","Crystal Palace","yes","Max Kilman","D",7
"h_player_3438","Sheffield United","Manchester City","yes","John Egan","D",6.4
"h_player_3439","Burnley","Chelsea","yes","James Tarkowski","D",6.8
"h_player_3440","Liverpool","West Ham United","yes","Joe Gomez","D",6.8
"h_player_3441","Aston Villa","Southampton","yes","Tyrone Mings","D",7.5
"h_player_3442","Newcastle United","Everton","yes","Jamaal Lascelles","D",6.8
"h_player_3443","Manchester United","Arsenal","yes","Harry Maguire","D",7.4
"h_player_3444","Tottenham","Brighton & Hove Albion","yes","Eric Dier","D",6.8
"h_player_3445","Fulham","West Bromwich Albion","yes","Tosin Adarabioyo","D",7
"h_player_3446","Leeds United","Leicester City","yes","Liam Cooper","D",6.6
"h_player_3447","Brighton & Hove Albion","Burnley","yes","Ben White","D",7
"h_player_3448","Southampton","Newcastle United","yes","Jannik Vestergaard","D",7.4
"h_player_3449","Everton","Manchester United","yes","Mason Holgate","D",7.2
"h_player_3450","Crystal Palace","Leeds United","yes","Scott Dann","D",7.7
"h_player_3451","Chelsea","Sheffield United","yes","Thiago Silva","D",7.7
"h_player_3452","West Ham United","Fulham","yes","Aaron Cresswell","D",8.1
"h_player_3453","West Bromwich Albion","Tottenham","yes","Kyle Bartley","D",6.7
"h_player_3454","Leicester City","Wolverhampton","yes","Christian Fuchs","D",7.4
"h_player_3455","Manchester City","Liverpool","yes","Aymeric Laporte","D",6.6
"h_player_3456","Arsenal","Aston Villa","yes","Kieran Tierney","D",6.4
"h_player_41","Liverpool","Norwich City","yes","Andrew Robertson","D",7
"h_player_42","West Ham United","Manchester City","yes","Aaron Cresswell","D",5.4
"h_player_43","Bournemouth","Sheffield United","yes","Adam Smith","M",6.4
"h_player_44","Watford","Brighton & Hove Albion","yes","José Holebas","D",6.3
"h_player_45","Burnley","Southampton","yes","Erik Pieters","D",8.3
"h_player_46","Crystal Palace","Everton","yes","Patrick van Aanholt","D",7.5
"h_player_47","Tottenham","Aston Villa","yes","Danny Rose","D",6.5
"h_player_48","Newcastle United","Arsenal","yes","Javier Manquillo","M",6.3
"h_player_49","Leicester City","Wolverhampton","yes","Ben Chilwell","D",6.8
"h_player_410","Manchester United","Chelsea","yes","Luke Shaw","D",7.3
"h_player_411","Arsenal","Burnley","yes","Nacho Monreal","D",7.3
"h_player_412","Southampton","Liverpool","yes","Yan Valery","M",6.8
"h_player_413","Norwich City","Newcastle United","yes","Jamal Lewis","D",7
"h_player_414","Everton","Watford","yes","Lucas Digne","D",7.7
"h_player_415","Aston Villa","Bournemouth","yes","Neil Taylor","D",6.6
"h_player_416","Brighton & Hove Albion","West Ham United","yes","Martín Montoya","M",6.8
"h_player_417","Manchester City","Tottenham","yes","Oleksandr Zinchenko","D",6.5
"h_player_418","Sheffield United","Crystal Palace","yes","George Baldock","M",6.9
"h_player_419","Chelsea","Leicester City","yes","Emerson Palmieri","D",7.6
"h_player_420","Wolverhampton","Manchester United","yes","Matt Doherty","M",6.3
"h_player_421","Aston Villa","Everton","yes","Neil Taylor","D",6.8
"h_player_422","Norwich City","Chelsea","yes","Jamal Lewis","D",5.9
"h_player_423","Sheffield United","Leicester City","yes","George Baldock","M",7.3
"h_player_424","Watford","West Ham United","yes","José Holebas","D",7
"h_player_425","Brighton & Hove Albion","Southampton","yes","Martín Montoya","M",6.9
"h_player_426","Manchester United","Crystal Palace","yes","Luke Shaw","D",6.7
"h_player_427","Liverpool","Arsenal","yes","Andrew Robertson","D",6.6
"h_player_428","Bournemouth","Manchester City","yes","Nathan Aké","D",7.3
"h_player_429","Wolverhampton","Burnley","yes","Matt Doherty","M",7
"h_player_430","Tottenham","Newcastle United","yes","Danny Rose","D",7.6
"h_player_431","Southampton","Manchester United","yes","Kevin Danso","D",6.2
"h_player_432","Manchester City","Brighton & Hove Albion","yes","Oleksandr Zinchenko","D",7.3
"h_player_433","West Ham United","Norwich City","yes","Arthur Masuaku","D",8.7
"h_player_434","Newcastle United","Watford","yes","Paul Dummett","D",7
"h_player_435","Crystal Palace","Aston Villa","yes","Patrick van Aanholt","D",7.1
"h_player_436","Chelsea","Sheffield United","yes","Emerson Palmieri","D",6.8
"h_player_437","Leicester City","Bournemouth","yes","Ben Chilwell","D",7.1
"h_player_438","Burnley","Liverpool","yes","Erik Pieters","D",6.7
"h_player_439","Everton","Wolverhampton","yes","Lucas Digne","D",7
"h_player_440","Arsenal","Tottenham","yes","Sead Kolašinac","D",6.9
